name,url,price,currency,image,brand,category,color,size,description
Darter Pro Running Shoes,,4199,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/312075/01/sv01/fnd/IND/fmt/png/Darter-Pro-Running-Shoes",PUMA,,Fizzy Apple-PUMA Black,Нет в наличии,"DescriptionEngineered mesh lets feet breathe as you run or pound city streets, while PROFOAM cushioning propels you forward. Featuring a PROTREAD outsole for durable traction, and lockdown support in midfoot, this shoe provides unparalleled comfort for your feet, ensuring a smooth and supportive ride with every step.PROFOAM: Lightweight and responsive, high-rebound EVA that provides instant cushioning and gives a responsive ridePROTREAD: Full length rubber coverage for durability and tractionHeel type: FlatShoe width: Regular fitShoe pronation: NeutralHeel-to-toe-drop: 6.0 mmBuilt for a running distance of upto 500 kmIdeal for road & treadmill runningEngineered mesh upper for performance & breathabilityZoned Rubber outsoleLow bootLockdown support in midfoot, with a soft tongue for comfortPUMA Formstrip on lateral sidePUMA cat logo brandingLace closureStyle:312075_01Color:Fizzy Apple-PUMA BlackRead more"
Darter Pro Running Shoes - Fizzy Apple-PUMA Black,https://in.puma.com/in/en/pd/darter-pro-running-shoes/312075,4199,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/312075/01/sv01/fnd/IND/fmt/png/Darter-Pro-Running-Shoes",PUMA,,Fizzy Apple-PUMA Black,Нет в наличии,"DescriptionEngineered mesh lets feet breathe as you run or pound city streets, while PROFOAM cushioning propels you forward. Featuring a PROTREAD outsole for durable traction, and lockdown support in midfoot, this shoe provides unparalleled comfort for your feet, ensuring a smooth and supportive ride with every step.PROFOAM: Lightweight and responsive, high-rebound EVA that provides instant cushioning and gives a responsive ridePROTREAD: Full length rubber coverage for durability and tractionHeel type: FlatShoe width: Regular fitShoe pronation: NeutralHeel-to-toe-drop: 6.0 mmBuilt for a running distance of upto 500 kmIdeal for road & treadmill runningEngineered mesh upper for performance & breathabilityZoned Rubber outsoleLow bootLockdown support in midfoot, with a soft tongue for comfortPUMA Formstrip on lateral sidePUMA cat logo brandingLace closureStyle:312075_01Color:Fizzy Apple-PUMA BlackRead more"
Darter Pro Running Shoes - Glacial Gray-Galactic Gray,https://in.puma.com/in/en/pd/darter-pro-running-shoes/312075,4199,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/312075/02/sv01/fnd/IND/fmt/png/Darter-Pro-Running-Shoes",PUMA,,Glacial Gray-Galactic Gray,Нет в наличии,"DescriptionEngineered mesh lets feet breathe as you run or pound city streets, while PROFOAM cushioning propels you forward. Featuring a PROTREAD outsole for durable traction, and lockdown support in midfoot, this shoe provides unparalleled comfort for your feet, ensuring a smooth and supportive ride with every step.PROFOAM: Lightweight and responsive, high-rebound EVA that provides instant cushioning and gives a responsive ridePROTREAD: Full length rubber coverage for durability and tractionHeel type: FlatShoe width: Regular fitShoe pronation: NeutralHeel-to-toe-drop: 6.0 mmBuilt for a running distance of upto 500 kmIdeal for road & treadmill runningEngineered mesh upper for performance & breathabilityZoned Rubber outsoleLow bootLockdown support in midfoot, with a soft tongue for comfortPUMA Formstrip on lateral sidePUMA cat logo brandingLace closureStyle:312075_01Color:Fizzy Apple-PUMA BlackRead more"
Darter Pro Running Shoes - Sun Stream-Sunset Glow,https://in.puma.com/in/en/pd/darter-pro-running-shoes/312075,6999,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/312075/03/sv01/fnd/IND/fmt/png/Darter-Pro-Running-Shoes",PUMA,,Sun Stream-Sunset Glow,Нет в наличии,"DescriptionEngineered mesh lets feet breathe as you run or pound city streets, while PROFOAM cushioning propels you forward. Featuring a PROTREAD outsole for durable traction, and lockdown support in midfoot, this shoe provides unparalleled comfort for your feet, ensuring a smooth and supportive ride with every step.PROFOAM: Lightweight and responsive, high-rebound EVA that provides instant cushioning and gives a responsive ridePROTREAD: Full length rubber coverage for durability and tractionHeel type: FlatShoe width: Regular fitShoe pronation: NeutralHeel-to-toe-drop: 6.0 mmBuilt for a running distance of upto 500 kmIdeal for road & treadmill runningEngineered mesh upper for performance & breathabilityZoned Rubber outsoleLow bootLockdown support in midfoot, with a soft tongue for comfortPUMA Formstrip on lateral sidePUMA cat logo brandingLace closureStyle:312075_01Color:Fizzy Apple-PUMA BlackRead more"
Darter Pro Running Shoes - PUMA Black-Sun Stream,https://in.puma.com/in/en/pd/darter-pro-running-shoes/312075,4199,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/312075/04/sv01/fnd/IND/fmt/png/Darter-Pro-Running-Shoes",PUMA,,PUMA Black-Sun Stream,Нет в наличии,"DescriptionEngineered mesh lets feet breathe as you run or pound city streets, while PROFOAM cushioning propels you forward. Featuring a PROTREAD outsole for durable traction, and lockdown support in midfoot, this shoe provides unparalleled comfort for your feet, ensuring a smooth and supportive ride with every step.PROFOAM: Lightweight and responsive, high-rebound EVA that provides instant cushioning and gives a responsive ridePROTREAD: Full length rubber coverage for durability and tractionHeel type: FlatShoe width: Regular fitShoe pronation: NeutralHeel-to-toe-drop: 6.0 mmBuilt for a running distance of upto 500 kmIdeal for road & treadmill runningEngineered mesh upper for performance & breathabilityZoned Rubber outsoleLow bootLockdown support in midfoot, with a soft tongue for comfortPUMA Formstrip on lateral sidePUMA cat logo brandingLace closureStyle:312075_01Color:Fizzy Apple-PUMA BlackRead more"
Darter Pro Running Shoes - PUMA White-PUMA Silver,https://in.puma.com/in/en/pd/darter-pro-running-shoes/312075,4199,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/312075/05/sv01/fnd/IND/fmt/png/Darter-Pro-Running-Shoes",PUMA,,PUMA White-PUMA Silver,Нет в наличии,"DescriptionEngineered mesh lets feet breathe as you run or pound city streets, while PROFOAM cushioning propels you forward. Featuring a PROTREAD outsole for durable traction, and lockdown support in midfoot, this shoe provides unparalleled comfort for your feet, ensuring a smooth and supportive ride with every step.PROFOAM: Lightweight and responsive, high-rebound EVA that provides instant cushioning and gives a responsive ridePROTREAD: Full length rubber coverage for durability and tractionHeel type: FlatShoe width: Regular fitShoe pronation: NeutralHeel-to-toe-drop: 6.0 mmBuilt for a running distance of upto 500 kmIdeal for road & treadmill runningEngineered mesh upper for performance & breathabilityZoned Rubber outsoleLow bootLockdown support in midfoot, with a soft tongue for comfortPUMA Formstrip on lateral sidePUMA cat logo brandingLace closureStyle:312075_01Color:Fizzy Apple-PUMA BlackRead more"
CA Pro Classic Leather Sneakers,,3999,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/402538/10/sv01/fnd/IND/fmt/png/CA-Pro-Classic-Leather-Sneakers",PUMA,,Puma White-Puma Black,Нет в наличии,"DescriptionElevate your street-style game with these heritage-inspired leather sneakers. Crafted for the modern classic enthusiast, these shoes feature a premium leather upper that combines durability with a polished look. The debossed and foil-printed PUMA branding adds a touch of elegance, while the rubber and TPU pods on the midsole ensure stability and comfort. Perfect for casual outings or elevating your everyday wardrobe, these sneakers are a versatile addition to your collection.Premium Leather : Durable and stylish, the Upper leather construction offers a sleek, polished look.Retro Branding: Debossed and foil-printed PUMA logos on the quarter and heel add a classic touch.All-Day Comfort & Breathability: A cushioned midsole with rubber and TPU pods provides lightweight support, while the mesh lining and PUMA-logo screenprinted sockliner keep your feet cool and comfortable.Upper: LeatherIdeal For: Casual Outings, Everyday Wear, Urban ExplorationCollection: CA Pro ClassicStyle:402538_10Color:Puma White-Puma BlackRead more"
CA Pro Classic Leather Sneakers - Puma White-Green Gables,https://in.puma.com/in/en/pd/ca-pro-classic-leather-sneakers/402538,4799,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/402538/02/sv01/fnd/IND/fmt/png/CA-Pro-Classic-Leather-Sneakers",PUMA,,Puma White-Green Gables,Нет в наличии,"DescriptionElevate your street-style game with these heritage-inspired leather sneakers. Crafted for the modern classic enthusiast, these shoes feature a premium leather upper that combines durability with a polished look. The debossed and foil-printed PUMA branding adds a touch of elegance, while the rubber and TPU pods on the midsole ensure stability and comfort. Perfect for casual outings or elevating your everyday wardrobe, these sneakers are a versatile addition to your collection.Premium Leather : Durable and stylish, the Upper leather construction offers a sleek, polished look.Retro Branding: Debossed and foil-printed PUMA logos on the quarter and heel add a classic touch.All-Day Comfort & Breathability: A cushioned midsole with rubber and TPU pods provides lightweight support, while the mesh lining and PUMA-logo screenprinted sockliner keep your feet cool and comfortable.Upper: LeatherIdeal For: Casual Outings, Everyday Wear, Urban ExplorationCollection: CA Pro ClassicStyle:402538_10Color:Puma White-Puma BlackRead more"
CA Pro Classic Leather Sneakers - Puma White,https://in.puma.com/in/en/pd/ca-pro-classic-leather-sneakers/402538,4799,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/402538/05/sv01/fnd/IND/fmt/png/CA-Pro-Classic-Leather-Sneakers",PUMA,,Puma White,Нет в наличии,"DescriptionElevate your street-style game with these heritage-inspired leather sneakers. Crafted for the modern classic enthusiast, these shoes feature a premium leather upper that combines durability with a polished look. The debossed and foil-printed PUMA branding adds a touch of elegance, while the rubber and TPU pods on the midsole ensure stability and comfort. Perfect for casual outings or elevating your everyday wardrobe, these sneakers are a versatile addition to your collection.Premium Leather : Durable and stylish, the Upper leather construction offers a sleek, polished look.Retro Branding: Debossed and foil-printed PUMA logos on the quarter and heel add a classic touch.All-Day Comfort & Breathability: A cushioned midsole with rubber and TPU pods provides lightweight support, while the mesh lining and PUMA-logo screenprinted sockliner keep your feet cool and comfortable.Upper: LeatherIdeal For: Casual Outings, Everyday Wear, Urban ExplorationCollection: CA Pro ClassicStyle:402538_10Color:Puma White-Puma BlackRead more"
CA Pro Classic Leather Sneakers - Puma Black,https://in.puma.com/in/en/pd/ca-pro-classic-leather-sneakers/402538,3999,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/402538/06/sv01/fnd/IND/fmt/png/CA-Pro-Classic-Leather-Sneakers",PUMA,,Puma Black,Нет в наличии,"DescriptionElevate your street-style game with these heritage-inspired leather sneakers. Crafted for the modern classic enthusiast, these shoes feature a premium leather upper that combines durability with a polished look. The debossed and foil-printed PUMA branding adds a touch of elegance, while the rubber and TPU pods on the midsole ensure stability and comfort. Perfect for casual outings or elevating your everyday wardrobe, these sneakers are a versatile addition to your collection.Premium Leather : Durable and stylish, the Upper leather construction offers a sleek, polished look.Retro Branding: Debossed and foil-printed PUMA logos on the quarter and heel add a classic touch.All-Day Comfort & Breathability: A cushioned midsole with rubber and TPU pods provides lightweight support, while the mesh lining and PUMA-logo screenprinted sockliner keep your feet cool and comfortable.Upper: LeatherIdeal For: Casual Outings, Everyday Wear, Urban ExplorationCollection: CA Pro ClassicStyle:402538_10Color:Puma White-Puma BlackRead more"
CA Pro Classic Leather Sneakers - Puma White-Puma Black,https://in.puma.com/in/en/pd/ca-pro-classic-leather-sneakers/402538,3999,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/402538/10/sv01/fnd/IND/fmt/png/CA-Pro-Classic-Leather-Sneakers",PUMA,,Puma White-Puma Black,Нет в наличии,"DescriptionElevate your street-style game with these heritage-inspired leather sneakers. Crafted for the modern classic enthusiast, these shoes feature a premium leather upper that combines durability with a polished look. The debossed and foil-printed PUMA branding adds a touch of elegance, while the rubber and TPU pods on the midsole ensure stability and comfort. Perfect for casual outings or elevating your everyday wardrobe, these sneakers are a versatile addition to your collection.Premium Leather : Durable and stylish, the Upper leather construction offers a sleek, polished look.Retro Branding: Debossed and foil-printed PUMA logos on the quarter and heel add a classic touch.All-Day Comfort & Breathability: A cushioned midsole with rubber and TPU pods provides lightweight support, while the mesh lining and PUMA-logo screenprinted sockliner keep your feet cool and comfortable.Upper: LeatherIdeal For: Casual Outings, Everyday Wear, Urban ExplorationCollection: CA Pro ClassicStyle:402538_10Color:Puma White-Puma BlackRead more"
BMW M Motorsport Electron E Pro Sneakers,,4549,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/308960/01/sv01/fnd/IND/fmt/png/BMW-M-Motorsport-Electron-E-Pro-Sneakers",PUMA,,PUMA Black-Pro Blue,Нет в наличии,"DescriptionMotorsport enthusiasts, meet your new favorite kicks. With a shock-absorbing heel plug-in and SoftFoam+ sockliner, every step feels like a victory lap. The blend of mesh and synthetic leather upper, combined with an EVA midsole, brings BMW MMS' DNA to your daily adventures. Step into the fast lane and live your motorsport passion with PUMA!SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your dayLow bootHeel type: FlatShoe width: Regular fitShoe pronation: NeutralTextile upperZoned Rubber outsoleShock-absorbing technology heel plug-inBMW Motorsport brandingPUMA cat logo brandingLace fasteningStyle:308960_01Color:PUMA Black-Pro BlueRead more"
BMW M Motorsport Electron E Pro Sneakers - PUMA Black-Pro Blue,https://in.puma.com/in/en/pd/bmw-m-motorsport-electron-e-pro-sneakers/308960,4549,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/308960/01/sv01/fnd/IND/fmt/png/BMW-M-Motorsport-Electron-E-Pro-Sneakers",PUMA,,PUMA Black-Pro Blue,Нет в наличии,"DescriptionMotorsport enthusiasts, meet your new favorite kicks. With a shock-absorbing heel plug-in and SoftFoam+ sockliner, every step feels like a victory lap. The blend of mesh and synthetic leather upper, combined with an EVA midsole, brings BMW MMS' DNA to your daily adventures. Step into the fast lane and live your motorsport passion with PUMA!SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your dayLow bootHeel type: FlatShoe width: Regular fitShoe pronation: NeutralTextile upperZoned Rubber outsoleShock-absorbing technology heel plug-inBMW Motorsport brandingPUMA cat logo brandingLace fasteningStyle:308960_01Color:PUMA Black-Pro BlueRead more"
BMW M Motorsport Electron E Pro Sneakers - PUMA White-Pro Blue,https://in.puma.com/in/en/pd/bmw-m-motorsport-electron-e-pro-sneakers/308960,4549,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/308960/02/sv01/fnd/IND/fmt/png/BMW-M-Motorsport-Electron-E-Pro-Sneakers",PUMA,,PUMA White-Pro Blue,Нет в наличии,"DescriptionMotorsport enthusiasts, meet your new favorite kicks. With a shock-absorbing heel plug-in and SoftFoam+ sockliner, every step feels like a victory lap. The blend of mesh and synthetic leather upper, combined with an EVA midsole, brings BMW MMS' DNA to your daily adventures. Step into the fast lane and live your motorsport passion with PUMA!SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your dayLow bootHeel type: FlatShoe width: Regular fitShoe pronation: NeutralTextile upperZoned Rubber outsoleShock-absorbing technology heel plug-inBMW Motorsport brandingPUMA cat logo brandingLace fasteningStyle:308960_01Color:PUMA Black-Pro BlueRead more"
BMW M Motorsport Electron E Pro Sneakers - PUMA White-Pop Red,https://in.puma.com/in/en/pd/bmw-m-motorsport-electron-e-pro-sneakers/308960,4199,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/308960/03/sv01/fnd/IND/fmt/png/BMW-M-Motorsport-Electron-E-Pro-Sneakers",PUMA,,PUMA White-Pop Red,Нет в наличии,"DescriptionMotorsport enthusiasts, meet your new favorite kicks. With a shock-absorbing heel plug-in and SoftFoam+ sockliner, every step feels like a victory lap. The blend of mesh and synthetic leather upper, combined with an EVA midsole, brings BMW MMS' DNA to your daily adventures. Step into the fast lane and live your motorsport passion with PUMA!SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your dayLow bootHeel type: FlatShoe width: Regular fitShoe pronation: NeutralTextile upperZoned Rubber outsoleShock-absorbing technology heel plug-inBMW Motorsport brandingPUMA cat logo brandingLace fasteningStyle:308960_01Color:PUMA Black-Pro BlueRead more"
BMW M Motorsport Electron E Pro Sneakers,,4199,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/308960/03/sv01/fnd/IND/fmt/png/BMW-M-Motorsport-Electron-E-Pro-Sneakers",PUMA,,PUMA White-Pop Red,Нет в наличии,"DescriptionMotorsport enthusiasts, meet your new favorite kicks. With a shock-absorbing heel plug-in and SoftFoam+ sockliner, every step feels like a victory lap. The blend of mesh and synthetic leather upper, combined with an EVA midsole, brings BMW MMS' DNA to your daily adventures. Step into the fast lane and live your motorsport passion with PUMA!SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your dayLow bootHeel type: FlatShoe width: Regular fitShoe pronation: NeutralTextile upperZoned Rubber outsoleShock-absorbing technology heel plug-inBMW Motorsport brandingPUMA cat logo brandingLace fasteningStyle:308960_03Color:PUMA White-Pop RedRead more"
BMW M Motorsport Electron E Pro Sneakers - PUMA Black-Pro Blue,https://in.puma.com/in/en/pd/bmw-m-motorsport-electron-e-pro-sneakers/308960,4549,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/308960/01/sv01/fnd/IND/fmt/png/BMW-M-Motorsport-Electron-E-Pro-Sneakers",PUMA,,PUMA Black-Pro Blue,Нет в наличии,"DescriptionMotorsport enthusiasts, meet your new favorite kicks. With a shock-absorbing heel plug-in and SoftFoam+ sockliner, every step feels like a victory lap. The blend of mesh and synthetic leather upper, combined with an EVA midsole, brings BMW MMS' DNA to your daily adventures. Step into the fast lane and live your motorsport passion with PUMA!SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your dayLow bootHeel type: FlatShoe width: Regular fitShoe pronation: NeutralTextile upperZoned Rubber outsoleShock-absorbing technology heel plug-inBMW Motorsport brandingPUMA cat logo brandingLace fasteningStyle:308960_03Color:PUMA White-Pop RedRead more"
BMW M Motorsport Electron E Pro Sneakers - PUMA White-Pro Blue,https://in.puma.com/in/en/pd/bmw-m-motorsport-electron-e-pro-sneakers/308960,4549,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/308960/02/sv01/fnd/IND/fmt/png/BMW-M-Motorsport-Electron-E-Pro-Sneakers",PUMA,,PUMA White-Pro Blue,Нет в наличии,"DescriptionMotorsport enthusiasts, meet your new favorite kicks. With a shock-absorbing heel plug-in and SoftFoam+ sockliner, every step feels like a victory lap. The blend of mesh and synthetic leather upper, combined with an EVA midsole, brings BMW MMS' DNA to your daily adventures. Step into the fast lane and live your motorsport passion with PUMA!SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your dayLow bootHeel type: FlatShoe width: Regular fitShoe pronation: NeutralTextile upperZoned Rubber outsoleShock-absorbing technology heel plug-inBMW Motorsport brandingPUMA cat logo brandingLace fasteningStyle:308960_03Color:PUMA White-Pop RedRead more"
BMW M Motorsport Electron E Pro Sneakers - PUMA White-Pop Red,https://in.puma.com/in/en/pd/bmw-m-motorsport-electron-e-pro-sneakers/308960,4199,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/308960/03/sv01/fnd/IND/fmt/png/BMW-M-Motorsport-Electron-E-Pro-Sneakers",PUMA,,PUMA White-Pop Red,Нет в наличии,"DescriptionMotorsport enthusiasts, meet your new favorite kicks. With a shock-absorbing heel plug-in and SoftFoam+ sockliner, every step feels like a victory lap. The blend of mesh and synthetic leather upper, combined with an EVA midsole, brings BMW MMS' DNA to your daily adventures. Step into the fast lane and live your motorsport passion with PUMA!SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your dayLow bootHeel type: FlatShoe width: Regular fitShoe pronation: NeutralTextile upperZoned Rubber outsoleShock-absorbing technology heel plug-inBMW Motorsport brandingPUMA cat logo brandingLace fasteningStyle:308960_03Color:PUMA White-Pop RedRead more"
CA Pro Classic Leather Sneakers,,4799,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/402538/05/sv01/fnd/IND/fmt/png/CA-Pro-Classic-Leather-Sneakers",PUMA,,Puma White,Нет в наличии,"DescriptionElevate your street-style game with these heritage-inspired leather sneakers. Crafted for the modern classic enthusiast, these shoes feature a premium leather upper that combines durability with a polished look. The debossed and foil-printed PUMA branding adds a touch of elegance, while the rubber and TPU pods on the midsole ensure stability and comfort. Perfect for casual outings or elevating your everyday wardrobe, these sneakers are a versatile addition to your collection.Premium Leather : Durable and stylish, the Upper leather construction offers a sleek, polished look.Retro Branding: Debossed and foil-printed PUMA logos on the quarter and heel add a classic touch.All-Day Comfort & Breathability: A cushioned midsole with rubber and TPU pods provides lightweight support, while the mesh lining and PUMA-logo screenprinted sockliner keep your feet cool and comfortable.Upper: LeatherIdeal For: Casual Outings, Everyday Wear, Urban ExplorationCollection: CA Pro ClassicStyle:402538_05Color:Puma WhiteRead more"
CA Pro Classic Leather Sneakers - Puma White-Green Gables,https://in.puma.com/in/en/pd/ca-pro-classic-leather-sneakers/402538,4799,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/402538/02/sv01/fnd/IND/fmt/png/CA-Pro-Classic-Leather-Sneakers",PUMA,,Puma White-Green Gables,Нет в наличии,"DescriptionElevate your street-style game with these heritage-inspired leather sneakers. Crafted for the modern classic enthusiast, these shoes feature a premium leather upper that combines durability with a polished look. The debossed and foil-printed PUMA branding adds a touch of elegance, while the rubber and TPU pods on the midsole ensure stability and comfort. Perfect for casual outings or elevating your everyday wardrobe, these sneakers are a versatile addition to your collection.Premium Leather : Durable and stylish, the Upper leather construction offers a sleek, polished look.Retro Branding: Debossed and foil-printed PUMA logos on the quarter and heel add a classic touch.All-Day Comfort & Breathability: A cushioned midsole with rubber and TPU pods provides lightweight support, while the mesh lining and PUMA-logo screenprinted sockliner keep your feet cool and comfortable.Upper: LeatherIdeal For: Casual Outings, Everyday Wear, Urban ExplorationCollection: CA Pro ClassicStyle:402538_05Color:Puma WhiteRead more"
CA Pro Classic Leather Sneakers - Puma White,https://in.puma.com/in/en/pd/ca-pro-classic-leather-sneakers/402538,4799,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/402538/05/sv01/fnd/IND/fmt/png/CA-Pro-Classic-Leather-Sneakers",PUMA,,Puma White,Нет в наличии,"DescriptionElevate your street-style game with these heritage-inspired leather sneakers. Crafted for the modern classic enthusiast, these shoes feature a premium leather upper that combines durability with a polished look. The debossed and foil-printed PUMA branding adds a touch of elegance, while the rubber and TPU pods on the midsole ensure stability and comfort. Perfect for casual outings or elevating your everyday wardrobe, these sneakers are a versatile addition to your collection.Premium Leather : Durable and stylish, the Upper leather construction offers a sleek, polished look.Retro Branding: Debossed and foil-printed PUMA logos on the quarter and heel add a classic touch.All-Day Comfort & Breathability: A cushioned midsole with rubber and TPU pods provides lightweight support, while the mesh lining and PUMA-logo screenprinted sockliner keep your feet cool and comfortable.Upper: LeatherIdeal For: Casual Outings, Everyday Wear, Urban ExplorationCollection: CA Pro ClassicStyle:402538_05Color:Puma WhiteRead more"
CA Pro Classic Leather Sneakers - Puma Black,https://in.puma.com/in/en/pd/ca-pro-classic-leather-sneakers/402538,3999,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/402538/06/sv01/fnd/IND/fmt/png/CA-Pro-Classic-Leather-Sneakers",PUMA,,Puma Black,Нет в наличии,"DescriptionElevate your street-style game with these heritage-inspired leather sneakers. Crafted for the modern classic enthusiast, these shoes feature a premium leather upper that combines durability with a polished look. The debossed and foil-printed PUMA branding adds a touch of elegance, while the rubber and TPU pods on the midsole ensure stability and comfort. Perfect for casual outings or elevating your everyday wardrobe, these sneakers are a versatile addition to your collection.Premium Leather : Durable and stylish, the Upper leather construction offers a sleek, polished look.Retro Branding: Debossed and foil-printed PUMA logos on the quarter and heel add a classic touch.All-Day Comfort & Breathability: A cushioned midsole with rubber and TPU pods provides lightweight support, while the mesh lining and PUMA-logo screenprinted sockliner keep your feet cool and comfortable.Upper: LeatherIdeal For: Casual Outings, Everyday Wear, Urban ExplorationCollection: CA Pro ClassicStyle:402538_05Color:Puma WhiteRead more"
CA Pro Classic Leather Sneakers - Puma White-Puma Black,https://in.puma.com/in/en/pd/ca-pro-classic-leather-sneakers/402538,3999,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/402538/10/sv01/fnd/IND/fmt/png/CA-Pro-Classic-Leather-Sneakers",PUMA,,Puma White-Puma Black,Нет в наличии,"DescriptionElevate your street-style game with these heritage-inspired leather sneakers. Crafted for the modern classic enthusiast, these shoes feature a premium leather upper that combines durability with a polished look. The debossed and foil-printed PUMA branding adds a touch of elegance, while the rubber and TPU pods on the midsole ensure stability and comfort. Perfect for casual outings or elevating your everyday wardrobe, these sneakers are a versatile addition to your collection.Premium Leather : Durable and stylish, the Upper leather construction offers a sleek, polished look.Retro Branding: Debossed and foil-printed PUMA logos on the quarter and heel add a classic touch.All-Day Comfort & Breathability: A cushioned midsole with rubber and TPU pods provides lightweight support, while the mesh lining and PUMA-logo screenprinted sockliner keep your feet cool and comfortable.Upper: LeatherIdeal For: Casual Outings, Everyday Wear, Urban ExplorationCollection: CA Pro ClassicStyle:402538_05Color:Puma WhiteRead more"
FUEGO Profoam Men’s Responsive Cushioned Running Shoes,,3499,INR,"https://images.puma.com/image/upload/f_auto,q_auto,b_rgb:fafafa,w_2000,h_2000/global/312789/03/sv01/fnd/IND/fmt/png/FUEGO-Profoam-Men’s-Responsive-Cushioned-Running-Shoes",PUMA,,Puma Black-Lava Blast-Yellow Alert,Нет в наличии,"DescriptionStay ahead of the game with these high-performance running shoes, designed for both speed and comfort. Featuring NRGY beads for instant cushioning and IGNITE foam for superior responsiveness, these shoes deliver energy return with every stride. The lightweight textile upper ensures breathability, while the secure lace-up fit provides stability on road surfaces. Whether you're training or running for fun, these shoes combine cutting-edge technology with street-style aesthetics.NRGY Beads Cushioning: Provides instant comfort and shock absorption.IGNITE Foam Midsole: Offers excellent responsiveness and energy return.Lightweight Design: Enhances speed and agility.Regular Fit with Laces: Ensures a secure and snug fit.Main Material: TextileHeel-to-Toe Drop: 12mm (25mm heel, 13mm toe)Surface: Road RunningAverage Lifespan: 800 kmStyle:312789_03Color:Puma Black-Lava Blast-Yellow AlertRead more"
